번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
240,승마장업,10_38_01_P,4520000,CDFH3301252017000001,20170227,,1,영업/정상,13,영업중,,,,,041-549-9912,,,충청남도 아산시 송악면 평촌리 40-12,충청남도 아산시 송악면 평촌길50번길 105-10,31560,구웅목장,2.02204E+13,U,2022.4.12 2:40,,200252,360196,승마장업,사립,,,,3860.2,,,
241,승마장업,10_38_01_P,5680000,CDFH3301252009000001,20091224,,1,영업/정상,13,영업중,,,,,,,,충청남도 당진시 송산면 금암리 331-1번지,충청남도 당진시 송산면 금암1길 51-4,31717,당진 승마장,2.01708E+13,I,2018.8.31 23:59,,168119.0318,380216.2343,승마장업,사립,,,,,,,
242,승마장업,10_38_01_P,5690000,CDFH3301252011000001,20110509,,1,영업/정상,13,영업중,,,,,044-862-0505,,339814,세종특별자치시 연서면 월하리 663-6번지,세종특별자치시 연서면 세종로 2156-9,,세종승마클럽,2.01905E+13,U,2019.6.4 2:40,,226243.7126,342056.07,승마장업,사립,Y,1,1,675.8,50,,
243,승마장업,10_38_01_P,4390000,CDFH3301252011000001,20110722,,1,영업/정상,13,영업중,,,,,,,380830,충청북도 충주시 산척면 962번지,충청북도 충주시 산척면 샛강영길 73,380830,천등산 승마크럽,2.02003E+13,U,2020.4.2 2:40,,285953.2162,400669.6777,승마장업,사립,Y,1,,192,,,
244,승마장업,10_38_01_P,4390000,CDFH3301252016000001,20161220,,1,영업/정상,13,영업중,,,,,043-852-0121,,,충청북도 충주시 금가면 원포리 461-62번지,충청북도 충주시 금가면 장대산길 10-8,27445,충주시 홀스팜 랜드,2.02003E+13,U,2020.4.2 2:40,,277998.6325,390692.2897,승마장업,사립,,1,,80.8,,,
245,승마장업,10_38_01_P,4070000,CDFH3301252009000001,20090204,,1,영업/정상,13,영업중,,,,,031-631-5572,,,경기도 이천시 호법면 후안리 476-4번지 스티븐스승마장,"경기도 이천시 호법면 이섭대천로527번길 151, 스티븐스승마장",17394,스티븐스포츠아카데미센터,2.01905E+13,U,2019.5.31 2:40,,237115.7369,413925.5782,승마장업,사립,,,,,,,
246,승마장업,10_38_01_P,5600000,CDFH3301252006000001,20060112,,1,영업/정상,13,영업중,,,,,,,487817,"경기도 포천시 가산면 우금리 250 (250-2, 255-1)","경기도 포천시 가산면 우금3길 59 ((250-2, 255-1))",,레이크밸리승마클럽,2.02203E+13,U,2022.3.16 2:40,,219038.2595,479831.4609,승마장업,사립,Y,,2,254.4,,,
247,승마장업,10_38_01_P,4170000,CDFH3301252013000001,20130314,,1,영업/정상,13,영업중,,,,,031-774-1566,,476841,경기도 양평군 용문면 408-1번지,경기도 양평군 용문면 경강로 2960,476841,(주)골든쌔들,2.01909E+13,U,2019.9.18 2:40,,252491,443822,승마장업,사립,,1,1,,,,
248,승마장업,10_38_01_P,3660000,CDFH3301252018000001,20181228,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 흑석동 332,대전광역시 서구 조련길 50 (흑석동),35426,대전승마장,2.02202E+13,U,2022.2.24 2:40,,230848.46,305730.9121,승마장업,사립,Y,1,,,,,
249,승마장업,10_38_01_P,5670000,CDFH3301252015000001,20150415,20200819,4,취소/말소/만료/정지/중지,32,신고취소,,,,,055-299-5008,,641871,경상남도 창원시 의창구 북면 화천리 203,경상남도 창원시 의창구 북면 구룡로 524-10,51110,창원승마장,2.02008E+13,I,2021.7.2 0:23,,346309.088,201137.098,승마장업,사립,Y,1,,1297.8,10,,
250,승마장업,10_38_01_P,4490000,CDFH3301252003000001,20030624,,4,취소/말소/만료/정지/중지,35,직권말소,20111109,,,,583-1176,,331825,충청남도 천안시 서북구 입장면 홍천리 18-23번지,충청남도 천안시 서북구 입장면 홍천당곡길 56-2,,천안승마장,2.01111E+13,I,2018.8.31 23:59,,221298.3676,377883.7271,승마장업,사립,Y,0,2,566.02,0,,
251,승마장업,10_38_01_P,5590000,CDFH3301252008000001,20080320,,4,취소/말소/만료/정지/중지,35,직권말소,20210517,,,,031-861-8545,,482862,"경기도 양주시 은현면 하패리 210 외 2필지(210-1,210-2)","경기도 양주시 은현면 운하로528번길 239-39 (외 2필지(210-1,210-2))",11426,양주승마클럽,2.02105E+13,U,2021.5.19 2:40,,203262.6708,486244.0661,승마장업,사립,,1,2,379.5,,,
252,승마장업,10_38_01_P,4140000,CDFH3301252005000001,20051230,,4,취소/말소/만료/정지/중지,35,직권말소,20171016,,,,,,,경기도 연천군 미산면 동이리 622-1번지,,,연천승마클럽,2.0171E+13,I,2018.8.31 23:59,,199024.2602,502128.5555,승마장업,사립,,,,,,,
253,승마장업,10_38_01_P,6510000,CDFH3301251996100001,19961104,,4,취소/말소/만료/정지/중지,35,직권말소,20131213,,,,,,695907,제주특별자치도 제주시 애월읍 봉성리 4554번지,제주특별자치도 제주시 애월읍 평화로 1529,695907,제주드림랜드승마클럽,2.01312E+13,I,2018.8.31 23:59,,140692.6401,-14630.843,승마장업,사립,Y,,4,875,,,
254,승마장업,10_38_01_P,6510000,CDFH3301251998100001,19980626,,4,취소/말소/만료/정지/중지,35,직권말소,20151127,,,,784-3088,,695974,제주특별자치도 제주시 구좌읍 송당리 산 267번지,제주특별자치도 제주시 구좌읍 번영로 2202,,성불오름승마장,2.01511E+13,I,2018.8.31 23:59,,176950.3342,-7695.498177,승마장업,사립,Y,,5,261.62,,,
255,승마장업,10_38_01_P,6510000,CDFH3301252007000001,20070516,,4,취소/말소/만료/정지/중지,35,직권말소,20120925,,,,064-799-0017,,695910,제주특별자치도 제주시 애월읍 소길리 산 196번지,제주특별자치도 제주시 애월읍 장소로 476,695910,한라승마랜드(실외),2.0121E+13,I,2018.8.31 23:59,,142475.5069,-9377.730716,승마장업,사립,Y,,,116.64,,,
256,승마장업,10_38_01_P,6510000,CDFH3301252010000003,20101026,,4,취소/말소/만료/정지/중지,35,직권말소,20151209,,,,064)784-3377,,695962,제주특별자치도 제주시 조천읍 선흘리 4086번지,제주특별자치도 제주시 조천읍 선흘민오름길 50,,나누리승마장,2.01512E+13,I,2018.8.31 23:59,,171276.305,-3990.036265,승마장업,사립,,2,1,666.18,,,
257,승마장업,10_38_01_P,6510000,CDFH3301252012000003,20120726,,4,취소/말소/만료/정지/중지,35,직권말소,20190625,,,,,,695949,제주특별자치도 제주시 한경면 청수리 855번지,제주특별자치도 제주시 한경면 청수서5길 53,63006,영농조합법인 산새미 승마 체험장,2.01906E+13,U,2019.6.27 2:40,,130164.6199,-21021.28707,승마장업,사립,,1,,147.22,100,,
258,승마장업,10_38_01_P,6510000,CDFH3301252011000001,20110407,,4,취소/말소/만료/정지/중지,35,직권말소,20151127,,,,064-799-4420,,695914,제주특별자치도 제주시 애월읍 어음리 3912번지,제주특별자치도 제주시 애월읍 산록서로 18,695914,폴리승마장,2.01511E+13,I,2018.8.31 23:59,,141777.4748,-11975.86425,승마장업,사립,,,1,49.59,,,
259,승마장업,10_38_01_P,6520000,CDFH3301252009000002,20090629,,4,취소/말소/만료/정지/중지,35,직권말소,20160316,,,,,,697120,제주특별자치도 서귀포시 중문동 2475번지,제주특별자치도 서귀포시 중문관광로 287-7 (중문동),,중문 승마클럽,2.01705E+13,I,2018.8.31 23:59,,146672.4841,-27580.69702,승마장업,사립,Y,1,,60,,,
260,승마장업,10_38_01_P,3990000,CDFH3301252004000001,20041027,,4,취소/말소/만료/정지/중지,35,직권말소,20211005,,,,592-0749,,472851,경기도 남양주시 수동면 수산리 597,경기도 남양주시 수동면 비룡로 1621-7,,남양주 승마장,2.0211E+13,U,2021.10.20 2:40,,224125.1151,472766.5116,승마장업,사립,,0,0,0,0,,
261,승마장업,10_38_01_P,3990000,CDFH3301252011000001,20110126,,4,취소/말소/만료/정지/중지,35,직권말소,20211005,,,,031-590-4245,,472851,경기도 남양주시 수동면 내방리 237-1 외 1필지,,,몽골문화촌 승마체험장,2.0211E+13,U,2021.10.20 2:40,,223993.3869,472589.0636,승마장업,사립,,0,0,297,0,,
262,승마장업,10_38_01_P,5530000,CDFH3301251999000001,19990511,,4,취소/말소/만료/정지/중지,35,직권말소,20150522,,,,031-356-8421,,445130,경기도 화성시 남양읍 장덕리 2-5,경기도 화성시 현대연구소로 179 (장덕동),,(주)우리 남양승마클럽,2.01505E+13,I,2020.8.5 0:23,,184173.412,406555.909,승마장업,사립,Y,,,1337,,,
263,승마장업,10_38_01_P,5680000,CDFH3301252011000001,20111114,,4,취소/말소/만료/정지/중지,35,직권말소,20170530,,,,041-362-1005,,,충청남도 당진시 신평면 매산리 96-9번지,충청남도 당진시 신평면 매산해변길 210,31743,아델승마장,2.01705E+13,I,2018.8.31 23:59,,182424.189,380361.4629,승마장업,사립,Y,1,,,,,
264,승마장업,10_38_01_P,5680000,CDFH3301252012000001,20120723,,4,취소/말소/만료/정지/중지,35,직권말소,20170414,,,,,,343852,충청남도 당진시 석문면 난지도리 149-55번지,,,신흥승마클럽,2.01704E+13,I,2018.8.31 23:59,,152237.1001,391156.2494,승마장업,사립,,,,,,,
265,승마장업,10_38_01_P,4540000,CDFH3301252006000001,20060929,,4,취소/말소/만료/정지/중지,35,직권말소,20090713,,,,,,320932,충청남도 논산시 상월면 학당리 232-1번지,,,나드리 승마장,2.01604E+13,I,2018.8.31 23:59,,,,승마장업,사립,,,1,738.99,,,
